date,open,high,low,close,volume
2025-10-16,2969.9,2975.0,2943.1,2970.7,3251495.0
2025-10-17,2970.0,2988.8,2955.4,2962.2,4374683.0
2025-10-20,2985.5,3023.0,2978.5,3015.2,3133039.0
2025-10-21,3031.1,3031.8,2996.0,3006.7,310644.0
2025-10-23,3055.0,3098.0,3036.1,3073.2,5564758.0
2025-10-24,3080.0,3090.0,3058.3,3063.2,2684318.0
2025-10-27,3066.5,3094.2,3060.2,3084.9,1946312.0
2025-10-28,3076.0,3090.2,3040.2,3057.9,3470737.0
2025-10-29,3057.9,3076.0,3046.1,3057.6,2895420.0
2025-10-30,3049.1,3063.8,3032.8,3035.3,2241536.0
2025-10-31,3035.0,3067.4,3025.1,3058.0,1868085.0
2025-11-03,3046.9,3058.0,3010.0,3016.8,2194877.0
2025-11-04,3019.6,3029.3,2976.0,2990.2,2670720.0
2025-11-06,2990.1,3024.0,2990.0,3010.9,2542721.0
2025-11-07,3001.0,3004.0,2960.5,2991.8,1830520.0
2025-11-10,2993.0,3047.9,2992.0,3025.2,1556656.0
2025-11-11,3045.0,3055.7,3018.0,3047.0,2806868.0
2025-11-12,3060.0,3136.4,3057.1,3131.8,4460315.0
2025-11-13,3131.8,3131.9,3102.0,3105.7,1740435.0
2025-11-14,3090.0,3113.1,3077.3,3106.0,2210794.0
2025-11-17,3106.0,3123.5,3086.6,3102.2,2232853.0
2025-11-18,3102.0,3105.0,3078.0,3087.1,2548350.0
2025-11-19,3097.0,3155.0,3083.5,3147.7,3151053.0
2025-11-20,3148.0,3164.5,3138.1,3144.8,2700767.0
2025-11-21,3144.8,3170.0,3135.2,3150.6,4177037.0
2025-11-24,3158.0,3178.9,3131.0,3141.2,6703764.0
2025-11-25,3145.3,3149.8,3115.0,3119.2,2737920.0
2025-11-26,3118.8,3178.0,3117.0,3162.9,2508527.0
2025-11-27,3180.0,3180.0,3125.0,3136.6,2836233.0
2025-11-28,3140.0,3147.3,3125.0,3137.5,1616690.0
2025-12-01,3137.9,3154.0,3122.2,3133.4,1747647.0
2025-12-02,3131.0,3144.0,3120.4,3135.7,2512003.0
2025-12-03,3140.0,3211.9,3139.0,3180.0,3952112.0
2025-12-04,3194.0,3250.0,3187.4,3229.2,5025905.0
2025-12-05,3230.0,3271.6,3222.4,3238.2,5244013.0
2025-12-08,3243.0,3259.9,3208.6,3236.5,2544725.0
2025-12-09,3230.0,3233.7,3181.2,3208.3,2734893.0
2025-12-10,3225.0,3225.0,3178.1,3189.2,1386849.0
2025-12-11,3205.0,3208.4,3153.1,3191.9,1914362.0
2025-12-12,3197.7,3223.0,3185.7,3220.5,1146554.0
2025-12-15,3211.1,3238.2,3197.3,3230.2,1562190.0
2025-12-16,3220.0,3220.0,3191.1,3205.1,1734623.0
2025-12-17,3200.5,3236.9,3200.5,3217.8,1376350.0
2025-12-18,3228.0,3287.8,3221.0,3280.8,2307422.0
2025-12-19,3299.0,3317.9,3278.8,3282.0,3902511.0
2025-12-22,3310.0,3328.6,3291.0,3324.9,2632816.0
2025-12-23,3319.9,3319.9,3293.5,3310.0,2365420.0
2025-12-24,3304.1,3327.1,3296.1,3319.0,1367708.0
2025-12-26,3313.1,3320.0,3271.8,3280.0,1176664.0
2025-12-29,3280.0,3288.0,3242.9,3251.5,2079473.0
2025-12-30,3250.0,3267.5,3239.5,3246.8,2807593.0
2025-12-31,3240.0,3246.0,3198.5,3206.2,3362634.0
2026-01-01,3215.0,3234.1,3198.2,3227.4,1255735.0
2026-01-02,3234.0,3254.3,3219.5,3250.7,1184324.0
2026-01-05,3240.5,3247.0,3191.0,3216.1,2341703.0
2026-01-06,3210.0,3263.2,3205.0,3255.8,2912325.0
2026-01-07,3242.9,3300.6,3223.2,3295.6,1989442.0
2026-01-08,3286.9,3286.9,3182.0,3203.9,4159336.0
2026-01-09,3191.0,3229.7,3191.0,3207.8,1938673.0
2026-01-12,3203.0,3252.0,3174.3,3239.6,2228342.0
2026-01-13,3245.0,3280.0,3210.5,3268.0,5645341.0
2026-01-14,3260.0,3260.0,3183.0,3192.5,3539511.0
2026-01-16,3219.4,3221.9,3171.0,3206.7,4293470.0
2026-01-19,3188.0,3220.0,3152.1,3163.6,3387562.0
2026-01-20,3151.6,3160.0,3091.1,3102.3,4499273.0
2026-01-21,3100.0,3138.5,3082.0,3122.6,2015150.0
2026-01-22,3150.0,3160.0,3122.3,3150.4,2269827.0
2026-01-23,3190.3,3194.5,3152.0,3162.5,2068857.0
2026-01-27,3175.0,3175.0,3130.0,3158.0,4279874.0
2026-01-28,3176.0,3205.2,3170.6,3200.1,2751234.0
2026-01-29,3200.1,3200.1,3125.6,3144.4,2457641.0
