date,open,high,low,close,volume
2025-08-04,1987.0,2007.0,1982.1,1997.0,1543261.0
2025-08-05,2008.0,2008.0,1994.8,2003.0,2421332.0
2025-08-06,2003.0,2025.6,1992.7,2002.4,2662279.0
2025-08-07,1981.0,1995.5,1965.0,1992.1,14552199.0
2025-08-08,1993.9,1999.5,1948.2,1952.7,2185729.0
2025-08-11,1964.0,2024.0,1956.4,1975.9,2202513.0
2025-08-12,1975.0,1985.9,1956.4,1959.0,1577824.0
2025-08-13,1968.0,1996.3,1962.2,1987.7,2746733.0
2025-08-14,1988.0,1993.5,1975.5,1978.2,1984593.0
2025-08-18,1997.9,2026.0,1997.1,2001.4,4303944.0
2025-08-19,1994.0,2032.5,1992.5,2029.9,3111769.0
2025-08-20,2020.5,2024.2,2005.5,2017.5,2626941.0
2025-08-21,2039.0,2039.0,2012.9,2017.8,2898787.0
2025-08-22,2010.2,2018.6,1980.2,1986.6,1791693.0
2025-08-25,1987.0,1998.8,1976.7,1983.3,2369815.0
2025-08-26,1978.0,1983.9,1961.2,1965.7,3710138.0
2025-08-28,1955.0,1968.0,1941.1,1944.7,3597940.0
2025-08-29,1950.2,1984.9,1950.2,1960.3,3074358.0
2025-09-01,1960.3,1972.8,1955.2,1968.6,1578322.0
2025-09-02,1966.0,1975.2,1940.4,1942.5,2583419.0
2025-09-03,1944.0,1963.8,1931.1,1960.2,4007454.0
2025-09-04,1961.0,1971.7,1946.5,1949.7,1891459.0
2025-09-05,1949.7,1957.3,1937.1,1945.5,1981252.0
2025-09-08,1942.5,1961.5,1931.5,1950.1,2505558.0
2025-09-09,1956.0,1965.9,1939.8,1960.4,3174784.0
2025-09-10,1984.9,1988.9,1965.8,1973.3,8520902.0
2025-09-11,1977.0,1985.0,1963.3,1972.3,2363267.0
2025-09-12,1973.2,1985.0,1966.0,1972.3,3615457.0
2025-09-15,1968.0,1981.6,1964.9,1970.8,2619626.0
2025-09-16,1976.4,2030.5,1973.2,2021.7,4016877.0
2025-09-17,2029.0,2052.7,2020.3,2050.3,4783438.0
2025-09-18,2050.0,2061.3,2042.2,2054.6,3484116.0
2025-09-19,2054.6,2054.6,2027.4,2031.0,4486225.0
2025-09-22,2032.0,2039.6,2017.4,2021.7,2645982.0
2025-09-23,2023.0,2053.1,2008.4,2047.7,5085648.0
2025-09-24,2042.0,2048.1,2029.0,2031.3,3678877.0
2025-09-25,2032.3,2037.5,2010.0,2013.5,4007855.0
2025-09-26,2009.0,2019.2,1989.1,1994.8,1919165.0
2025-09-29,1995.9,2003.7,1970.3,1991.6,5306102.0
2025-09-30,2004.0,2015.0,1986.1,1992.7,5861937.0
2025-10-01,1986.0,2072.0,1986.0,2063.3,6115951.0
2025-10-03,2063.3,2108.0,2062.0,2100.5,4735930.0
2025-10-06,2114.0,2154.6,2093.0,2146.0,5152836.0
2025-10-07,2142.0,2153.1,2121.7,2126.9,2472939.0
2025-10-08,2126.5,2132.5,2112.2,2117.8,880495.0
2025-10-09,2118.0,2152.0,2101.3,2144.6,3165497.0
2025-10-10,2145.0,2157.8,2136.6,2150.1,1936242.0
2025-10-13,2136.0,2156.0,2133.8,2152.1,2120004.0
2025-10-14,2149.0,2165.0,2141.6,2151.8,1604563.0
2025-10-15,2155.0,2165.9,2141.2,2149.6,2308107.0
2025-10-16,2152.9,2214.6,2152.2,2205.4,6738420.0
2025-10-17,2203.9,2209.9,2190.4,2205.8,3341302.0
2025-10-20,2214.0,2266.0,2200.2,2213.8,3041417.0
2025-10-21,2213.8,2219.8,2186.9,2197.0,226804.0
2025-10-23,2225.0,2244.4,2211.0,2225.6,4299221.0
2025-10-24,2238.0,2238.0,2168.2,2187.0,3258737.0
2025-10-27,2172.2,2186.0,2122.0,2148.6,3719940.0
2025-10-28,2142.0,2168.1,2142.0,2160.8,4660869.0
2025-10-29,2170.0,2174.3,2146.9,2150.5,1417783.0
2025-10-30,2150.0,2153.0,2126.4,2137.2,2487693.0
2025-10-31,2146.9,2146.9,2100.0,2102.2,3786254.0
2025-11-03,2102.2,2119.2,2087.9,2113.5,1531453.0
2025-11-04,2116.7,2121.1,2093.0,2096.6,1916377.0
2025-11-06,2073.0,2103.8,2072.1,2083.2,2380569.0
2025-11-07,2078.7,2099.3,2059.2,2088.3,1400189.0
2025-11-10,2081.0,2104.8,2081.0,2092.7,2173296.0
2025-11-11,2100.0,2103.0,2074.9,2086.9,2162842.0
2025-11-12,2100.1,2100.1,2080.0,2084.5,1807085.0
2025-11-13,2089.5,2089.5,2064.6,2075.2,2142306.0
2025-11-14,2066.0,2085.5,2063.0,2079.7,2440551.0
2025-11-17,2095.0,2119.9,2092.4,2102.9,5030328.0
